# tmin,,,,,,,,,,,,,,,,,,,,,
,CLIM01,CLIM02,CLIM03,CLIM18,CLIM23,CLIM34,CLIM36,CLIM01,CLIM02,CLIM03,CLIM18,CLIM23,CLIM34,CLIM36,CLIM01,CLIM02,CLIM03,CLIM18,CLIM23,CLIM34,CLIM36
TIMESTEP,MEAN(K),MEAN(K),MEAN(K),MEAN(K),MEAN(K),MEAN(K),MEAN(K),VARIANCE(K^2),VARIANCE(K^2),VARIANCE(K^2),VARIANCE(K^2),VARIANCE(K^2),VARIANCE(K^2),VARIANCE(K^2),STD_DEV(K^2),STD_DEV(K^2),STD_DEV(K^2),STD_DEV(K^2),STD_DEV(K^2),STD_DEV(K^2),STD_DEV(K^2)
1979-08-08T00:00:00Z,296.158661,294.490051,296.559021,296.471161,296.189972,295.799194,295.315399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-09T00:00:00Z,294.204407,291.878143,292.91275,296.390778,295.023499,293.377563,294.208557,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-10T00:00:00Z,296.769531,294.355225,295.473083,298.271332,297.194214,293.148254,297.109833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-11T00:00:00Z,294.967957,294.10318,295.030273,294.978912,294.36322,293.796387,294.699585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-12T00:00:00Z,296.663391,295.29364,296.63324,296.382812,296.188416,295.468506,295.99762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-13T00:00:00Z,298.026367,296.129517,297.280243,298.447876,298.257843,295.38913,297.087097,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-14T00:00:00Z,290.540192,289.033173,290.087921,290.634949,290.220642,288.707275,290.079742,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-15T00:00:00Z,293.155273,291.799561,293.076874,293.099182,292.757446,291.408264,292.566467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-16T00:00:00Z,293.234772,291.87265,293.526489,292.78421,292.775574,292.264435,291.955811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-17T00:00:00Z,296.526459,296.240967,296.138519,297.799774,296.521149,296.399475,297.979675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-18T00:00:00Z,301.673584,300.210815,301.213623,301.931915,301.494751,299.801117,301.686676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-19T00:00:00Z,298.190186,297.763672,298.962769,296.336945,296.930939,298.51593,296.603302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-20T00:00:00Z,298.63739,297.139648,298.491272,298.631104,298.261414,297.922333,298.397491,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-21T00:00:00Z,299.292206,297.890472,299.084595,298.894257,298.716919,298.391479,299.026978,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-22T00:00:00Z,296.83078,294.718353,295.25769,298.250671,297.579254,293.563934,296.549133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-23T00:00:00Z,297.572083,295.733551,297.196045,297.847839,297.683197,296.065125,296.435364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-24T00:00:00Z,294.979675,292.793884,295.204956,294.975494,295.090912,293.497009,293.014435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-25T00:00:00Z,295.38681,294.518005,295.62851,295.506042,295.093811,294.552582,295.164185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-26T00:00:00Z,295.435181,293.438354,293.703491,297.019501,296.18161,292.832153,295.373474,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-27T00:00:00Z,295.202301,293.7229,294.363281,295.532471,294.908875,293.734711,294.74823,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-28T00:00:00Z,298.257935,296.18924,297.371857,298.903809,298.148834,296.033966,297.564758,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-29T00:00:00Z,300.741516,299.381042,300.93985,300.791199,300.466858,299.468933,300.05542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-30T00:00:00Z,298.7612,296.469391,297.293549,300.158081,299.225403,294.92395,298.914429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-08-31T00:00:00Z,302.002655,301.012451,300.726959,302.856995,301.760437,299.375549,301.738373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-01T00:00:00Z,301.037048,299.876343,301.298523,301.723389,300.944214,300.113617,299.987335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-02T00:00:00Z,298.849518,297.241882,299.03833,300.029297,299.142914,297.230682,297.770264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-03T00:00:00Z,294.18277,293.060791,293.662842,296.038574,294.50116,291.983948,294.198761,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-04T00:00:00Z,297.930511,297.368225,297.901703,298.966156,297.589966,297.313263,298.132629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-05T00:00:00Z,301.843597,300.814362,302.270081,302.426575,301.550446,301.356171,300.947723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-06T00:00:00Z,296.967041,294.488495,296.814728,298.049133,297.344666,294.468201,295.327271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-07T00:00:00Z,287.192596,285.527313,286.782867,288.937988,287.636261,285.154358,287.032959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-08T00:00:00Z,288.248932,287.399872,288.261749,289.69986,288.224548,287.274719,288.55304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-09T00:00:00Z,297.462799,295.789825,296.852295,297.755066,297.142517,295.393005,296.59198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-10T00:00:00Z,294.821289,292.64624,293.981384,297.026855,295.371948,290.713623,295.879913,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-11T00:00:00Z,296.724457,293.427795,293.308289,300.149841,298.132629,290.509583,298.055878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-12T00:00:00Z,297.023895,293.309601,294.452728,300.406616,298.864288,290.963074,297.221741,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-13T00:00:00Z,292.547821,290.570709,292.519226,293.473511,292.782898,290.524078,291.198029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-14T00:00:00Z,289.178467,287.773499,289.481628,289.815918,289.095215,287.824036,288.159393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-15T00:00:00Z,293.489136,292.750061,293.978119,293.951904,293.099213,292.959045,293.165009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-16T00:00:00Z,296.052338,294.857147,296.524811,296.447052,295.776184,295.436218,295.360718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-17T00:00:00Z,297.657959,296.526855,298.068726,297.910309,297.309296,297.049438,297.185455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-18T00:00:00Z,291.676086,288.808289,290.495972,293.543121,292.590759,288.095398,290.906799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-19T00:00:00Z,289.760986,288.453583,289.25766,291.317688,289.978577,287.756104,290.029785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-20T00:00:00Z,296.75769,294.386261,295.931213,298.023315,297.19931,293.29187,295.987671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-21T00:00:00Z,290.628662,288.55307,290.211578,292.116913,291.032196,288.023499,290.169983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-22T00:00:00Z,290.762604,289.912628,291.152527,291.771942,290.631226,290.382111,290.534576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-23T00:00:00Z,291.240173,289.959534,292.354614,292.429688,291.263336,291.534119,290.948853,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-24T00:00:00Z,296.893646,294.608246,296.423798,297.79953,297.005981,294.33078,296.192322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-25T00:00:00Z,296.995697,295.269775,296.903625,297.994354,297.079285,295.439697,296.847778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-26T00:00:00Z,300.349762,298.474304,299.571899,300.9711,300.164337,297.428528,300.101135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-27T00:00:00Z,301.010681,299.130615,301.062622,301.836121,301.026276,299.560974,300.891693,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-28T00:00:00Z,300.541748,298.380707,299.924133,301.519714,300.667969,297.719574,299.713531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-29T00:00:00Z,298.688934,296.925415,297.606293,300.429199,299.140289,296.327423,298.670166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-09-30T00:00:00Z,295.397217,292.63327,293.809265,296.453308,295.7211,291.702484,295.928894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-01T00:00:00Z,286.291412,284.782196,286.146637,285.292847,286.049591,284.686066,285.091064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-02T00:00:00Z,290.583008,288.578583,289.657959,291.120453,290.51712,287.867096,290.189575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-03T00:00:00Z,290.499359,288.0289,289.322449,290.789032,290.614655,287.33139,289.5802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-04T00:00:00Z,284.877686,282.982239,284.67395,284.762726,284.555206,283.117279,283.67688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-05T00:00:00Z,287.261719,285.229095,286.907227,287.152618,286.913879,285.389099,286.336426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-06T00:00:00Z,284.149506,282.149933,283.262024,284.968384,284.134888,281.338226,284.504761,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-07T00:00:00Z,284.837494,282.652283,282.787872,286.358185,285.175446,280.567719,285.964722,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-08T00:00:00Z,286.6875,285.154419,285.101166,287.114563,286.257812,282.498474,287.201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-09T00:00:00Z,281.468231,279.488373,280.70874,282.046875,281.32431,279.121582,281.487732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-10T00:00:00Z,282.670959,281.154602,282.186371,283.132416,282.452423,280.926819,282.944519,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-11T00:00:00Z,281.899017,280.424347,281.748657,282.379242,281.829132,280.331787,281.855408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-12T00:00:00Z,278.13089,277.225128,278.056366,279.128204,278.347717,276.347992,278.687439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-13T00:00:00Z,280.696899,279.119873,280.342468,281.069458,280.450073,278.58728,280.56015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-14T00:00:00Z,282.630402,280.360565,281.198059,283.698395,282.864807,279.153748,282.943054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-15T00:00:00Z,290.971893,289.371002,289.253418,291.501343,290.709442,287.149475,291.521667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-16T00:00:00Z,290.303314,289.680084,290.1716,290.081604,289.485077,289.918671,290.233887,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-17T00:00:00Z,288.096436,285.802429,286.683411,289.249023,288.382141,285.160583,287.407257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-18T00:00:00Z,288.382965,286.33197,285.980042,290.55658,289.012054,284.519592,290.443298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-19T00:00:00Z,292.281342,291.082489,291.877625,293.927582,293.068359,290.215607,291.977203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-20T00:00:00Z,298.470123,296.777649,297.242676,298.892395,298.106628,295.982269,298.045135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-21T00:00:00Z,295.069305,292.578491,291.928467,296.984467,296.47113,290.90802,293.651489,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-22T00:00:00Z,287.186737,282.68985,284.105591,289.795166,289.219513,281.309174,285.379639,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-23T00:00:00Z,280.45282,277.470245,278.96521,282.403809,281.871399,276.904449,278.941223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-24T00:00:00Z,277.40274,275.547394,276.649902,277.82486,277.208466,274.742065,277.172302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-25T00:00:00Z,276.025787,274.691437,275.69809,276.302979,275.62149,274.386719,276.271851,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-26T00:00:00Z,277.13916,275.482513,276.338928,277.962708,276.928406,275.211365,277.421661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-27T00:00:00Z,282.442841,278.914948,280.542877,284.203735,283.755524,278.119659,281.532593,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-28T00:00:00Z,284.986389,282.595917,282.90271,287.053101,285.720245,280.612732,286.260376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-29T00:00:00Z,284.512024,283.855927,282.949768,286.823883,284.863708,282.030792,286.579834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-30T00:00:00Z,285.996674,285.306549,285.385223,287.166962,286.210815,284.712708,286.697235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-10-31T00:00:00Z,288.593536,287.551361,287.552795,289.913849,288.979309,286.015594,288.561615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-01T00:00:00Z,284.804535,285.219818,284.639038,287.2901,285.656555,284.510406,286.209473,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-02T00:00:00Z,279.793854,277.919342,279.317993,280.965576,280.182526,277.460388,279.608521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-03T00:00:00Z,278.227142,276.399323,277.824951,278.907379,278.34726,275.756042,277.626953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-04T00:00:00Z,281.355011,279.420898,280.429413,283.007935,281.89505,279.151855,281.436951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-05T00:00:00Z,281.419617,279.381226,280.656006,282.546326,281.807617,278.769165,280.976135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-06T00:00:00Z,278.366669,276.060547,277.792511,279.387726,278.765808,275.602325,277.699524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-07T00:00:00Z,276.880646,274.971161,276.352173,277.712769,277.098572,274.943176,276.345886,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-08T00:00:00Z,274.594513,273.685944,274.672455,275.339874,274.893829,273.377289,274.15036,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-09T00:00:00Z,272.962006,270.712494,272.574066,273.713806,273.274139,270.39035,271.554443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-10T00:00:00Z,270.226959,268.410553,270.182404,270.239655,270.149872,268.086578,268.69696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-11T00:00:00Z,271.471588,270.737,271.804382,271.944611,271.455261,270.817566,271.411621,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-12T00:00:00Z,274.478302,273.833008,274.896912,274.62558,274.260681,273.884186,273.713196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-13T00:00:00Z,272.235809,271.374176,272.721405,272.464935,272.079224,271.700653,271.728516,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-14T00:00:00Z,274.051788,273.226166,274.158539,274.476746,273.913239,273.131409,273.798523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-15T00:00:00Z,275.616577,274.31189,275.293884,275.270203,275.056854,274.133545,274.933289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-16T00:00:00Z,276.437134,275.984009,275.682495,276.74057,276.324829,274.822449,276.382202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-17T00:00:00Z,279.617035,277.606415,277.828552,279.712341,279.646179,276.104706,277.704163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-18T00:00:00Z,281.534637,279.846924,279.758453,282.245392,282.535492,278.336121,280.405731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-19T00:00:00Z,285.714081,283.056854,282.899078,287.832458,287.639526,280.686066,285.745697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-20T00:00:00Z,281.09668,278.186615,280.348907,281.712097,281.360565,278.410095,280.665344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-21T00:00:00Z,277.716553,275.511963,277.391479,278.939301,278.317505,275.382111,277.245361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-22T00:00:00Z,279.032288,275.930573,277.540955,280.550964,279.722931,275.240112,279.216309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-23T00:00:00Z,277.631073,275.352478,276.91452,278.232971,277.849548,275.423676,277.039185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-24T00:00:00Z,277.79129,274.703644,276.460022,279.359589,278.837372,274.789398,276.083221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-25T00:00:00Z,279.80127,277.26535,279.351166,280.846191,280.740326,277.91037,277.345978,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-26T00:00:00Z,277.389557,275.319092,277.409515,278.898102,278.214966,275.855103,276.473755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-27T00:00:00Z,276.104919,273.853912,276.008606,277.0383,276.606506,274.440674,274.620148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-28T00:00:00Z,272.102264,270.286163,272.429382,273.108368,272.570923,271.238342,270.938171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-29T00:00:00Z,273.145721,271.592377,273.373047,272.405548,272.496887,271.891968,271.338593,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-30T00:00:00Z,270.62027,268.809235,270.734802,270.006409,269.97403,269.025513,269.11911,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-01T00:00:00Z,272.530273,270.311432,272.12851,271.862244,271.9328,270.461853,271.084473,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-02T00:00:00Z,270.945557,269.230286,271.303192,270.371552,270.457703,269.894226,269.038483,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-03T00:00:00Z,272.918213,271.60556,273.054749,272.873718,272.609375,271.870026,271.958496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-04T00:00:00Z,276.29715,275.511139,276.154846,276.105133,275.938477,274.774506,275.529877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-05T00:00:00Z,279.913666,278.068176,278.973022,279.164185,279.662811,277.474854,277.414978,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-06T00:00:00Z,276.732269,274.762848,275.958588,277.568298,277.353455,274.32251,275.383789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-07T00:00:00Z,276.885681,275.03952,276.651978,276.950867,276.714203,274.907471,276.16217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-08T00:00:00Z,270.687866,267.981171,270.648712,271.537231,271.328827,268.137268,269.355713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-09T00:00:00Z,276.029449,274.763184,275.713409,276.962555,276.617126,273.830353,275.264435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-10T00:00:00Z,279.585541,277.881042,277.909637,280.884216,280.963867,276.201019,277.961975,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-11T00:00:00Z,279.156006,276.40332,277.907135,279.239685,279.660492,275.578552,276.844818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-12T00:00:00Z,271.798706,267.464966,270.819489,272.250183,272.452423,267.278595,270.052917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-13T00:00:00Z,272.272369,270.080322,271.912598,272.78363,272.57309,269.884827,271.559418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-14T00:00:00Z,272.423767,270.185791,271.067627,273.889954,273.456055,268.550598,272.74234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-15T00:00:00Z,277.126373,275.14209,276.30191,278.135101,277.909546,274.848785,275.95285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-16T00:00:00Z,272.551819,267.699829,270.555176,273.68512,273.519867,266.322449,270.650177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-17T00:00:00Z,265.542358,264.891083,265.984161,266.006897,265.468445,264.74173,264.974182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-18T00:00:00Z,270.183594,268.734741,270.138184,270.942871,270.548798,268.152496,269.910095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-19T00:00:00Z,275.35434,274.681335,275.310791,275.642822,275.279816,274.026276,274.897919,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-20T00:00:00Z,275.514893,274.41272,275.502747,275.861084,275.626038,274.248688,274.792633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-21T00:00:00Z,277.180267,275.756622,276.317017,277.899719,277.838165,274.868439,275.975464,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-22T00:00:00Z,277.349976,276.411224,276.844757,277.885223,277.840363,275.154663,276.880707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-23T00:00:00Z,277.769958,276.540222,277.231293,278.290802,278.210388,275.664307,277.203461,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-24T00:00:00Z,278.430756,276.337158,277.385315,278.710632,278.448456,275.573822,277.866058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-25T00:00:00Z,276.054993,274.25119,275.384857,276.661163,276.227081,273.56958,275.83313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-26T00:00:00Z,275.840546,274.104279,275.01123,276.518005,276.062531,273.149597,275.774292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-27T00:00:00Z,276.303925,275.341583,275.75589,276.855743,276.464569,274.308075,276.396729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-28T00:00:00Z,277.382263,276.588989,277.242493,277.754395,277.526886,275.78299,277.349213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-29T00:00:00Z,277.505981,276.709747,277.666168,277.896545,277.673798,276.412506,277.405151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-30T00:00:00Z,276.90802,276.233612,276.936493,277.422729,277.060516,275.771271,277.042328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-12-31T00:00:00Z,274.227051,273.649536,275.154266,274.087341,273.861481,273.799561,274.182373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
# ppt,,,,,,,,,,,,,,,,,,,,,
,CLIM01,CLIM02,CLIM03,CLIM04,CLIM05,CLIM06,CLIM07,CLIM22,CLIM23,CLIM24,CLIM25,CLIM26,CLIM27,CLIM28,CLIM30,CLIM31,CLIM32,CLIM33,CLIM34,CLIM35,CLIM36
TIMESTEP,MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),STD_DEV(mm^2),STD_DEV(mm^2),STD_DEV(mm^2),STD_DEV(mm^2),STD_DEV(mm^2),STD_DEV(mm^2),STD_DEV(mm^2)
1979-01-01T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-02T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-03T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-04T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-06T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-07T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-08T00:00:00Z,0.175134,0.399256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-09T00:00:00Z,0.175134,0.373638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-10T00:00:00Z,0.175134,0.373638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-11T00:00:00Z,0.035806,0,0,0.462521,0.424884,0,0.016367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-12T00:00:00Z,4.136359,2.403914,3.360962,5.146529,5.383419,1.77389,3.169538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-13T00:00:00Z,6.748361,4.376811,5.15788,7.567033,7.417499,2.774896,4.682789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-14T00:00:00Z,1.258288,0.643752,0.066715,1.156678,1.855516,0,0.36097,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-15T00:00:00Z,1.094242,0.197156,0.156112,2.185072,1.512422,0,1.009785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-16T00:00:00Z,0.133935,0,0,0.181163,0.274591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-17T00:00:00Z,3.028786,2.883468,4.919755,2.10398,2.516843,5.240067,1.272016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-18T00:00:00Z,0.214535,1.18473,0.78358,0,0,2.886043,0.240528,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-19T00:00:00Z,6.636451,7.535933,6.566167,6.440974,6.102244,5.445283,5.542064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-20T00:00:00Z,0,0.559707,0.213486,0.266304,0.017648,0.616058,0.262588,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-21T00:00:00Z,0,0,0,0.232019,0.027137,0.032396,0.051059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-22T00:00:00Z,2.198819,2.066683,1.869861,1.879046,1.789667,2.763781,2.165627,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-23T00:00:00Z,16.579288,12.502557,14.016247,14.759722,15.434839,15.936525,11.043386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-24T00:00:00Z,1.985334,1.731849,1.653174,1.722807,1.927057,1.079083,0.521795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-25T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-26T00:00:00Z,0.595662,0.442402,0,1.700035,1.430254,0.179463,1.529798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-27T00:00:00Z,0,0.09738,0,0,0,0.368958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
